,title,singer,lyrics
731,괜찮은지 몰라서,임창정,"우리는 그렇게 이별했죠 그 모든 게 더 나을 것처럼 
그날에 고백이 떠오르는 밤 미안해요 말뿐인 게 돼서 
힘겹게 내 곁을 지켜주던 그대여 이젠 부디 행복해요 
서로가 가시처럼 아팠던 그때 어떤 위로가 필요해 울었던가요 
괜찮아지려 노력하지 않을게요 그대 아직 아파할 텐데 
너무나 아픈 그 사랑 담담해질 때까지 푸르던 그 날 그대였음을 언제나 기억할게요 
힘겹게 내 곁을 지켜주던 그대여 이젠 부디 행복해요 
서로가 가시처럼 아팠던 그때 어떤 위로가 필요해 울었던가요 
괜찮아지려 노력하지 않을게요 그대 괜찮은지 몰라서 
너무나 아픈 그 사랑 담담해질 때까지 
아직 항상 곁에 있는 것처럼 머물러요 
미련한 후회뿐이죠 서로가 보내준 걸 어쩌겠어요 
다만 난 내가 좀 더 아프길 바라요 흐려져 무뎌질 때까지 
괜찮아지려 노력하지 않을게요 (눈부시게 아름다운) 그대 아직 아파할 텐데 
너무나 아픈 그 사랑 담담해질 때까지 푸르던 그 날 그대였음을 언제나 기억할게요"
732,널 버릴 거야,임창정,"가끔 들러 멀리서 그곳을 바라봐 너와 있을 때와 달라진 
그 길도 날 몰라보나 봐 둘이 아니라 이젠 몰라보나 봐 
비가 와도 되는 걸 눈이 와도 되는 걸 희미해진 추억을 꺼내보기엔 
오늘까지만 떠올리고 널 버릴 거야 처음부터 아주 없었던 일처럼 
다 지우고 흐르는 세월을 다시 또 산다면 넌 없을 거야 
낮이어도 그런 걸 밤이어도 그런 걸 니가 남긴 그 말에 후회되는 걸 
오늘까지만 떠올리고 널 버릴 거야 처음부터 아주 없었던 일처럼 
다 지우고 흐르는 세월을 다시 또 산다면 넌 없을 거야 
언제나 항상 니 곁이던 시절 어쩌면 상상했던 지금 너와 나 영원할 수 없었던 
오늘까지만 떠올리고 널 버릴 거야 처음부터 그런 일들이 없던 것처럼 
다 지우고 흐르는 세월을 다시 또 산다면 넌 없을 거야 넌 없을 거야"
733,ㅎㅎㅎ,임창정,"오늘 하루 백 점 만점에 몇 점일까 내가 했던 모든 것이 괜찮나요 
생각해 떠올려 곱씹어봐도 모르겠지 지나버린 내 모습 
남들에게만 까다롭진 않은 가요 나에게도 같은 잣대 내미나요 
이래도 저래도 아무렇게도 상관없지 그러지는 말아요 
내가 뱉은 미움과 한숨이 되돌아와요 듣기 싫은 그 말들이 비수처럼 가슴에 
이럴 때 속상해 눈물짓는 대신에 하하하 소리 내어 크게 웃어요 
자기한테만 너그럽진 않은 가요 남에게도 관대하게 대하나요 
남들도 누군가 소중한 가족이랍니다 그래요 
내가 던진 돌멩이 하나가 또 날아와요 보기 싫은 그의 표현 새겨져요 두 눈에 
이럴 때 가슴을 두드리는 대신에 하하하 크게 한 번 실컷 웃어요 
나만 너무 힘이 들면 억울한 가요 모두 못마땅한 건가요 
지금 나의 웃음은 다가올 내 운을 멋지게 만들어 줄 거에요 
우리 모두 이럴 때 가슴을 두드리는 대신에 하하하 크게 한 번 실컷 웃어요 
내가 뱉은 미움과 한숨이 되돌아와요 듣기 싫은 그 말들이 비수처럼 가슴에 
이럴 때 속상해 눈물짓는 대신에 하하하 소리 내어 크게 웃어요 "
734,나눠갖지 말아요,임창정,"가나요 이제 가나요 
우리가 모르던 그 날들로
어쩌죠 이미 난 알아버렸는데
그대 없이 못 산다는 걸

가나요 이제 가나요 
연인의 이름을 떼러 가나요 
그게 나겠죠 낙엽처럼 
그댈 두고 떨어져버릴 하나의 기억이

추억은 다 두고 떠나세요
모두 모아 다 나에게 
나눠 갖지 말아요 아픔은 내가 하나로 잘 돌봐볼게요
좋았던 게 많아 더 속상하고
상처 준 게 생각나면 더 아프니까

가나요 이제 가나요 
사랑의 이름을 떼러 가나요
그게 나겠죠 그 낙엽처럼 
그댈 두고 떨어져버릴 하나의 기억이

추억은 다 두고 떠나세요
모두 모아 다 나에게 
나눠 갖지 말아요 아픔은 내가 하나로 잘 돌봐볼게요
좋았던 게 많아 더 속상하고
상처 준 게 생각나면 더 아프니까

저 길을 돌아 떠나면
이제 아무 연락도 아무 소식도 
없을 텐데

추억은 다 두고 떠나세요
모두 모아 다 나에게 
나눠 갖지 말아요 아픔은 내가 하나로 잘 돌봐볼게요
좋았던 게 많아도 속상하고
상처 준 게 생각나면 더 아프니까"
735,노래 한번 할게요,임창정,"노래 한번 할게요
굉장히 좋은 노래
후렴이 듣기 좋아서
마음 아려지는 그런 노래

라라라라라
한 여자가 주인공인 노래
이제는 듣는 사람이 없는 노래

이 노랠 부르면
네가 내 옆으로 와주니까
어깨에 기대어 
목소리 좋다고 말해주니까
또 난 좋아서 
이 노래 번호를 눌러
노래를 불러
너를 불러

여기까지만 할래요
나 혼자 하는 노랜 
아무리 불러도 계속 불러도
넌 들을 수가 없잖아

이 노랠 부르면
네가 내 옆으로 와주니까
어깨에 기대어 
목소리 좋다고 말해주니까
또 난 좋아서 
이 노래의 번호를 눌러
노래를 불러
너를 불러

노래가 끝나고
이 노래가 불러준 
너도 떠나고 나면
모든 게 돌아와 제자리로
난 어떡해야 할지를 몰라

이 노랠 들으면
너도 내 생각이 나긴 할까
많이 좋아하던 목소리
잊어버린 건 아닐까
또 난 오늘도 
이 노래의 번호를 눌러
노래를 불러
너를 불러"
736,젊은 날 그 사람,임창정,"그댄 내게 다른 사람 미소가 참 좋은 사람 
스쳤을 뿐인 걸 그 향기에 빠져 잠 못 들던 밤 
그 사람이 어느 날 내게 나타난 이율 알고 
간절히 눈을 감아 기도했던 그날의 설렘 
우린 좋아했어 젊은 날을 숨이 막히게 사랑했어 
너무나 눈부시게 가슴 벅차도록 가득 찼던 그 사랑 
미워할 수 없는 사람 내게 너무 다른 사람 
아무 때고 그댈 떠올리기 위해 먹먹했던 밤 
그 사람이 어느 날 나를 떠나간 이율 알고 
간절히 두 눈 감고 기도했어 돌아오기를 
그댄 남이 됐어 젊은 날의 우리들마저 잊었을까 
아무리 지우려 해도 가슴 벅차도록 떠오르는 추억을 
며칠 전 그댄 우리가 만났던 그 길을 걸었나요 
그날 그 향기에 그대였음을 느낄 수 있어 우린 다시 만날까 
우린 좋아했어 젊은 날을 숨이 막히게 사랑했어 
너무나 눈부시게 가슴 벅차도록 가득 찼던 사랑 
그댄 남이 됐어 젊은 날의 우리들마저 잊었을까 
아무리 지우려 해도 가슴 벅차도록 떠오르는 추억을  
(우린 좋았어 그 젋었던 날들 숨이 막히게 사랑했었던 날들 너무나 벅차도록) 
가득 찼던 그 사랑"
737,돌아가고 싶다,임창정,"술이 안 깨네요 어제는 너무 많이 마셨죠 그때 생각이 자꾸 나서 멈출 수가 없었죠 
지금은 뭐해요 가끔은 내 생각을 하나요 이렇게 우린 끝났나요 모두 끝난 건가요 
하루하루가 길다 니가 없으니 재미가 없다 I wanna come back(다시 돌아오길 원해) 행복했던 그때로 
나 돌아가고 싶다 모두 되돌리고 싶다 아름다웠었던 우리 예전 그때로 사랑했던 그때로 
다시 되돌아가고 싶다 모두 되돌리고 싶다 
꿈속에서라도 너를 보고 싶다 니가 너무 그리워 미치겠다 
가슴이 답답해 턱하고 막힌 듯이 이건 마치 절벽 위를 걸어다니는 기분 외로워 괴로워 
잊지는 말아요 가끔은 웃으며 떠올려줘 Don’t wanna cry Never crying(그만 울어요 절대 울지마요) 웃으며 보내줄 게
하루하루가 길다 니가 없으니 재미가 없다 I wanna come back(다시 돌아오길 원해) 행복했던 그때로 
나 돌아가고 싶다 모두 되돌리고 싶다 아름다웠었던 우리 예전 그때로 사랑했던 그때로 
다시 되돌아가고 싶다 모두 되돌리고 싶다 
꿈속에서라도 너를 보고 싶다 니가 너무 그리워 미치겠다 
Not again(다시는없어) 다시는 없겠지 Good-bye (안녕)
돌아가고 싶다 모두 되돌리고 싶다 아름답던 우리 예전 그때로 사랑했던 그때로 
나 돌아가고 싶다 모두 되돌리고 싶다 
꿈속에서라도 너를 보고 싶다 니가 너무 그리워 Good-bye Good-bye (안녕 안녕)"
738,노래방,임창정,"일이 바빠 모이기 참 힘들다
이야기에 술 한잔에 깊어가는 밤
신이 난 친구들 손에 이끌려온 노래방
시끄럽다며 나는 괜찮다 했지

오랜만에 니 목소리 좋더라
나도 한 곡 부르고 싶어져 책장을 열어
가장 익숙한 추억 속에
그 번호를 누르고 

나 대충 흥얼거리며 시작한 노래
이러다 수줍은 척 꺼버리려 해
근데 왜 자꾸 더 열심히 부르게 돼
노래가 참 좋아서 그런 가봐

널 보내던 그 날 들었던 노래
너무나 아름다운 사랑 멜로디
목이 터져라 불러보는 이 노래
나 니 생각이 나나 봐
그 때가 생각 나나 봐

소리 높여 따라 불러 주겠니
괜히 울적해지는 내 마음 감출 수 있게
그 뿐일 텐데 눈 감으면
그 모든 게 가려져

나 대충 흥얼거리며 시작한 노래
이러다 수줍은 척 꺼버리려 해
근데 왜 자꾸 더 열심히 부르게 돼
노래가 참 좋아서 그런건가봐

촌스런 조명아래서
진지해지는 게 우습지
두 눈 감은 걸
놀리지 말고 외면해줘

망가져버린 듯이 외치는 노래
아무도 들어주지 않는 이 노래
근데 왜 자꾸 더 애쓰며 부르는지
니 생각이 나나 봐
그 때가 그리운 건가 봐
 
널 보냈던 그 날 부르던 노래
너무나 아름다운 사랑 멜로디
목이 터져라 불러보는 이 노래
나 니 생각이 나나 봐
이 짧은 노래 하나에 
네가"
739,너를 너로써,임창정,"이제 보니 니 얼굴 그녀를 닮았어 
서운해 하지마 그녀도 널 닮았는걸 

정말이지 고마운 너의 많은 얘기들과
한가지 오직 나만 바라 보는것도
그녀와 많이 비슷해

이런 날 위해 니가 주는 사랑은 
늘 풍족함 늘 커다람
허나 너는 몰래 울기도 해
너를 대할때마다 그녀가 느껴지나봐

기다려도 돼 이젠 그녀를 잊는 법을 알았어
너와 나의 사랑에 너만 슬퍼지잖아
너만을 위한 마음 그것만으로 존재할 수 있게
갑자기 떠난 그녀 그녀도 편히 쉴 수 있게
너를 너로써 내안에 지킬거야

언제든지 고마운 나에 대한 니 내면과
한가지 오직 나만 있으면 된다는 
그녀도 늘 그랬었어

이런 날 위해 니가 주는 사랑은 
늘 풍족함 늘 커다람
허나 너는 몰래 울기도 해
너를 대할 때 마다 그녀가 느껴지나봐

기다려도 돼 이젠 그녀를 잊는 법을 알았어
너와 나의 사랑에 너만 슬퍼지잖아
너만을 위한 마음 그것만으로 존재할 수있게
갑자기 떠난 그녀 그녀도 편히 쉴 수 있게
너를 너로써 내안에 지킬거야

미안해 울지마
서운해 하지마
기다려도 돼 이젠 그녀를 잊는 법을 알았어
너와 나의 사랑에 너만 슬퍼지잖아
너만을 위한 마음 그것만으로 존재할 수있게
갑자기 떠난 그녀 그녀도 편히 쉴 수 있게
너를 너로써 내안에 지킬거야

너를 너로써"
740,그 사람,임창정,"좋은 사람 바로 너란걸
언제나 웃는 사람
길을 걷다 내 손을 잡아주는 사람
익숙해도 처음처럼
내 눈을 바라보는
늘 오늘 같이 다시 어제처럼

가끔은 또 실수한다 해도 너는 그저 그게
나이기에 다 괜찮다는 거잖아 

조금은 또 못해도 괜찮잖아 
니가 알아주면 조금 천천히 갈수 있어
난 니가 있으니까 주저앉아 머무르지 않아
니 손이 있을 거니까 너의 생각만큼
작지 않아 너란 사람 내겐 그래

좋은 사람 바로 너란 걸 그 날은 속상해도
차 안에서 내 손을 잡아주던 사람
다시 듣는 농담도 처음처럼 받아주는
늘 오늘 같이 다시 어제처럼

가끔은 좀 느리다고 해도 너는 그저 그게
함께니까 다 괜찮다는 거잖아 

조금은 또 모르는 게 괜찮잖아
니가 알아주면 조금 좀 천천히 갈 수 있어
난 니가 있으니까 주저앉아 머무르지 않아
니 손이 있을 거니까 너의 생각만큼
작지 않아 너란 사람 내겐 그래

가끔 니가 괜찮지 않을 때
(언젠가) 문득 니가 한숨을 쉴 때
너도 나처럼 내게 기대진다는 것
때문에 내가 행복해

가슴에 내 지난 상처
나보다 오래 아파한 사람
 
잠시 머무를 이 삶이 내게 선물한 
영원히 사랑할 너

조금은 또 모르는 게 괜찮잖아
니가 알아주면 조금 천천히 갈 수 있어 
난 니가 있으니깐 주저앉아 머무르지 않아
니 손이 있을 거니까 너의 생각만큼
작지 않아 너란 사람 내겐 그래"
741,문을 여시오 (Feat. 김창렬),임창정,"오늘도 자꾸 이렇게 하루 하루가 흘러만 가는데
아직도 혼자 방에 앉아서 무슨 고민에 빠져 있나요

여보세요 문을 여시오 
여보세요 문을 여시오 문을 여시오 

(여보세요) 오늘 하루를 그냥 보내는 군
(문을 여시오) 오늘 하루를 마냥 앉아 있나요
(여보세요) 이 늦은 발걸음을 어서 떼세요
(문을 여시오) 어둠이 꽉 닫힌 문을 여시오

아침이 밝았는데 태양이 떠오르는데 
마음의 문을 닫고 밖으로 나오지 않고 왜
넌 왜 도대체 왜 오 왜 

여보세요 문을 여시오 
여보세요 문을 여시오 문을 여시오

어제도 똑같은 하루 시간은 점점 지나가는데
아무도 몰래 눈물 닦으며 아무일 없는 듯 앉아 있나요

여보세요 문을 여시오
여보세요 문을 여시오 문을 여시오

(여보세요) 오늘 하루를 그냥 보내는 군
(문을 여시오) 오늘 하루를 마냥 앉아 있나요
(여보세요) 이 늦은 발걸음을 어서 떼세요
(문을 여시오) 어둠이 꽉 닫힌 문을 여시오

일은 하지도 않고 밥이 또 넘어가냐
아직도 엄마에게 용돈을 부탁하느냐
오 왜 도대체 왜 오 왜 

(닫혀있던) (문을 열어) 문을 여시오
(문을 열어) (네 마음의) (문을 열어) 
문을 여시오 문을 여시오

얼쑤 (좋다) 얼쑤 얼쑤 문을 여시오 

이제부터 하나하나 문을 여시오 
오늘부터 하나하나 보여 주시오
오늘보다 많이많이 웃어 보시오
오늘부터 닫혀있는 문을 여시오"
742,우리는 어디에,임창정,"She is always on my mind (그녀는 항상 내 마음에 있어)
혹시 울고 있진 않을까 또 우리가 거닐던 그 거리를 헤맬까 
얼마나 더 사랑했어야만 우린 좀 더 이해했을까 
우우우 우 우 우우우우 우 우우 우린 어디에 
She’s been always on my mind (항상 그녀는 나의 마음에있었어)
슬쩍 올려다보는 푸름 너와 함께였던 날 그때가 선명해져
얼마나 더 이해했어야만 우리 좀 더 더 행복했을까 
우우우 우 우 우우우우 우 우우 우린 어디에 
넘칠 때 (넘칠 때) 모아둔 사랑이 있기에 
아직도 나 설레며 너를 생각해 그래서 난 아프지 않아 
조금 더 더 이해했더라면 우리 지금 함께였을까 
우우우 우 우 우우우우 우 우우 우린 어디에 "
743,이미 나에게로,임창정,"이 꿈이 멎어버린 순간에 
난 깨닫고 널 생각해 어쩜 난 
너의 힘겨움을 함께 짊어지고 갈 수 있어 

할말이 많기도 하고 
목소리도 그리워 전화를 했어 
씁쓸한 목소리가 들리고 
난 미안함에 당황도 했어 

난 너무 힘들어서 
그런 이유로 만나기 미안해 
둘이 할 때는 너만을 생각하려 했는데 
문득 어떤 고민에 
널 앞에 두고 뭐가 그리 힘들어 
내 미래에 완성 속에 있는 너인데

이미 나에게로 하여 집착하게 만든 넌 
방황에 지쳐 쓰러져 버린 내가 
다시 일어서는 모습 생각하며 
날 찾을 수 있니 

이미 나에게로 하여 집착하게 만든 넌 
실패에 주저앉은 처참한 날 본 후 
다시 용기 얻는 모습 생각하며 
날 사랑해 줄 수 있겠니

낙엽이 진 나무위로 
하얀 서리가 내린 새벽 내가 
이세상을 보았을 때 얌전하고 고요하게 
내 곁에 있어준 너를 생각하며

난 너무 힘들어서 
그런 이유로 만나기 미안해 
둘이 할 때는 너만을 생각하려 했는데 
문득 어떤 고민에 
널 앞에 두고 뭐가 그리 힘들어 
내 미래에 완성 속에 있는 너인데

이미 나에게로 하여 집착하게 만든 넌 
방황에 지쳐 쓰러져 버린 내가 
다시 일어서는 모습 생각하며 
날 찾을 수 있니 

이미 나에게로 하여 집착하게 만든 넌 
실패에 주저앉은 처참한 날 본 후 
다시 용기 얻는 모습 생각하며 
날 사랑해 줄 수 있겠니

이미 나에게로 하여 집착하게 만든 넌 
방황에 지쳐 쓰러져 버린 내가 
다시 일어서는 모습 생각하며 
날 찾을 수 있니 

이미 나에게로 하여 집착하게 만든 넌 
실패에 주저앉은 처참한 날 본 후 
다시 용기 얻는 모습 생각하며 
날 사랑해 줄 수 있겠니"
744,별이 되어,임창정,"어디에선가 날 보고 있을까 
냉정하게 떠나간 너는
변명도 너는 하지 않았어 
그런 너를 난 미워 했는데
믿을 수 없는 편지를 받았어 
젖어 있는 하얀 종이엔
난 이미 세상에 없을 거라고
나를 위해 꼭 행복하라고
단 한번 넌 사랑했던 내가 걱정돼서 
아파하며 넌 떠나갔니 

용서해 널 몰랐던 날
다신 너를 혼자 보내진 않을게 
하늘에 별이 되어 기다려줘

눈을 감을땐 날 생각했었니 
널 미워 하고 있던 나를
너 없는 아침을 볼 때마다 
살아 있는 난 아파하겠지
하루가 지나고 나면 
널 만날 하루가 더 가까워 오는거겠지

용서해 널 몰랐던 날 
다신 너를 혼자 보내진 않을게
하늘에 별이 되어 기다려줘

하루가 지나고 나면 
널 만날 하루가 더 가까워 오는거겠지

용서해 널 몰랐던 날 
다신 너를 혼자 보내진 않을게
하늘에 별이 되어 기다려줘"
745,www.사랑.com,임창정,"가도돼 그에게 전분 너야 
그래서 내게 이러는거야 
괜찮아 내 상처는 나도 
웃을수있길 바랄게 워우워

말을 하지 그랬어 아직 
니 곁에 그가 있다고 
너와 이별했다는 
그가 내게 며칠 전 너의 애길 
널 사랑한다는 애길 

넌 아니라 하지만 
그의 간절함은 진실했어 
나 또한 그렇게 생각하며 
그 누굴 기다리며 
눈물 흘린 적 있었어 

가도 돼 그에게 전분 너야 
그래서 내게 이러는거야 
괜찮아 내 상처는 나도 
웃을수 있길 바래 

그래 난 이대로 힘들지만 
그가 기뻐 내게 감사하며 
나도 용기를 내서 달려가야해 
더 늦기전에 우워우워~ 

넌 아니라 하지만 
그의 간절함은 진실했어 
나 또한 그렇게 생각하며 
그 누굴 기다리며 
눈물 흘린 적 있었어 

가도돼 그에게 전분 너야 
그래서 내게 이러는거야 
괜찮아 내 상처는 나도 
웃을 수 있길 바래 

그래 난 이대로 힘들지만 
그가 기뻐 내게 감사하며 
나도 용기를 내서 달려가야해 
더 늦기전에 우워우워~

가도돼 그에게 전분 너야 
그래서 내게 이러는거야 
괜찮아 내 상처는 나도 
웃을 수 있길 바래

그래 나 이대로 힘들지만 
그가 기뻐 내게 감사하며 
나 용기를 낼거야 

그녀가 너와 같길 바라며 
우워우워"
746,이별 후,임창정,"이별 후 그 시간은
지겹도록 더디고
이별 후 그 마음은
언제나 시리고
해볼 만큼 했었는데도 
처음보다 아프다
이별 후의 시간은 
지겹도록 더디다
 
나의 사람아 그리운 사람아
아픔에 남아 그리운 그대여
아쉬움도 서운함도 
시간 지나면
혹시 잊혀지고 괜찮아질까

사랑했던 시간은 
늘 달콤했었고
사랑했던 기억은 
늘 잔인했었고
겪을 만큼 겪었는데도 
사랑에 또 빠진다
사랑했던 추억은
늘 달콤했었다

나의 사람아 그리운 사람아
아픔에 남아 그리운 그대여
아쉬움도 서운함도 
시간 지나면
혹시 잊혀지고 괜찮아질까

미안하다고 내가 후회한다고
다시 그렇게 말하면 
모두 되돌려질까

나의 사람아 그리운 사람아
볼 수 있을까 아름다운 그대
아쉬움도 서운함도 
시간 지나면
혹시 잊혀지고 괜찮아질까

나의 사람아 그리운 사람아
아픔에 남아 그리운 그대여
아쉬움도 서운함도 
시간 지나면
혹시 잊혀지고 괜찮아질까"
747,흩어진 나날들,임창정,"해가지면 문 저쪽에서 
용서바라는 니 모습 
너를 받아달라고 차마 못가겠단 
너의 인기척 바라며 또 자 

짧아진 잠 속에 
너무나도 긴 꿈을 
마치 영원처럼 더 깊이 
나의 하루를 짓누르는 
꿈인데도 너무 가슴이 아픈데 

이런 나날들 사랑이 아니면 
어떻게 내가 느낄 수 있는 
아픔이겠어 
이것도 고마워 니가 있는 거잖아 
아직 여기에 가슴속에 

함께하던 계단에 앉아 
나 몰래 우는 니 모습 
정말 사랑했다고 차마 못 가겠단 
너의 아쉬운 눈물이 슬퍼 

짧아진 잠 속에 너무나도 긴 꿈은 
마치 영원처럼 더 깊이 
나의 하루를 짓누르는 꿈인데도 
너무 가슴이 아픈데 

이런 나날들 난 기억하면서 
니가 남겨놓은 이 세상 그를 생각하면서 
널 미워 할거야 너도 아파하라고 
내 이 하루에 절반이라도 

매일을 어두운 방안에서 널 기다려 
혹시 니가 문 앞에서 서성이지 않게 

이런 날들이 지나고
세월이 흘러서 
니가 있다는 그 곳에서 
널 다시 만나면 
우리에 인연도 간절했던 사랑도 
모르는 체 남으로 살겠지 
모르는 체 남으로 살겠지"
748,또 다시 사랑 (2018),임창정,"아픔이 좀 더 작아질까
의미 없는 만남을 하다가
어느 날 그대가 흘린 눈물  
왠지 나와 같다 느껴서

이렇게 그대를 지키는가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가면서
분명 행복할 걸 알겠지만

내가 그대를 만났다는 건
어쩌면 흘러가는 흔한 인연이란 것일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며 처음인 듯 찾아오니까

어느 날 그대가 숨긴 눈물
왠지 나와 같다 느껴서
이렇게 그대를 지키는가 봐요
행복하고 싶었던 그대를
몰랐던 누군갈 또 알아가는 게
혹시 두렵기도 하겠지만

내가 그대를 만났다는 건
어쩌면 흘러가는 흔한 인연이란 것일지 모르지만
오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며 처음인 듯 찾아오니까

절대 우리 작은 다툼조차 하지 마요
이별 후엔 서운함만 
가슴 속에 남으니
사소한 그 표현이 그 말들이
언제나 나에겐 참 
고마울 거예요

내가 그대를 만났다는 건
어쩌면 흘러가는 흔한 인연이란 것일지 모르지만

오늘도 다시 또 다시 사랑해요
사랑 언제나 이번이 마지막이라며 처음인 듯 찾아오니까
사랑 언제나 이번이 마지막이라며"
749,Smile Again (하늘에서),임창정,"또 울고 있었군요 이젠 그만 나를 놓아요 
커다란 그대 사랑 안고서 맘 편히 쉴 수 있게
 
긴 세월이 흐른 후 그대 좋은 사람 만나서 
행복한 모습 볼 수 있도록 나 그댈 지킬께요 

우리 함께 한 많은 날들이 
너무나 소중해 그래도 웃을 수 있죠 
혼자인게 서러울 땐 그댈 아프게 한 
내 모습만 떠올리며 살아요 

긴 그대의 한숨을 모두 가져갈 수 없다면 
차라리 그대 그림자 되어 나 항상 그대곁에 

우리 함께 한 많은 날들이 너무나 소중해 
그래도 웃을 수 있죠 
혼자인게 서러울 땐 그댈 아프게 한 
내 모습만 기억해봐요 그대 

세상에 홀로 남겨진 그대를 
잠시라도 만날 수 있다면 단 하루라도 
야위어 가는 그댈 위해 날 닮은 사람 보내줄께요 
그에게서 날 봐요"
750,그대도 여기에,임창정,"한참을 바라보았죠
그대와함께 거닐던 그 길을
바보처럼 눈물이 내려와
내 메마른 입술 위에 번지면
멍하니 서있게 되죠
그대를 처음 만났던 이 길에
뭐 하나도 변한게 없는데
미솔 잃어가는 나만이 여기에 남았죠
날 보고있나요 그대도 여기에
오늘을 위해서 날 찾아왔겠죠
우리 만날 날이 이 하루밖엔
허락이 안되나봐요 그저
단 하루밖엔
돌아서 가려고했죠
이젠 그대를 지우려하죠 난
일년후에 다시 또 이 곳에
찾아올 그대를 기다리겠죠 난
영원히
난 여기있어요 항상 이 자리에
그대도 여기에 날 찾아왔겠죠
우리 만날 날이 이 하루밖엔
허락이 안되나봐요 오늘
이 하루뿐이죠 
우리 만날 날이 이 하루밖엔
허락이 안되나봐요 그저 단 하루밖엔"
751,나란놈이란 (2018),임창정,"그대를 잊는다는 거
지금의 나로선 좀 힘들 것 같아
아무리 원망을 해도 어느새 흐르는 눈물 
나도 모르게

그리워 그 목소리 
보고 싶어 일어설 수도 없어
시간은 잊으라 하는데 오히려 선명해진 얼굴

그 날은 그대 모습이 
떠난다는 말을 하려던 것 같아
초라한 나의 어깨에 차마 말을 못 했었나 봐 
그랬나 봐

그리워 그 목소리 
가끔은 힘들던 잔소리마저
잔인한 이별이 있던 날 그 날조차 이젠 그리워

잘 지내라는 행복하라는 
그 흔한 이별의 위로마저도 없이
마지막 인사도 못 했던 우리의 이별
나를 떠난 그 이유마저

그대가 두고 떠난 
그대 인생의 절반은 나란 말
이제는 잊어야 할 텐데 오히려 선명해진 그 말
여전히 선명한 목소리"
752,괜찮을런지,임창정,"그대를 얻기 위해서 나를 버리고 많은 시간을 보냈지
허나 세월이 흘러와서 그댈 향한 내 모습
많이 달라져 그대 가끔 혼자 우는 모습을 봐

1년이 지나고 3년이 또 흘러가고 그댈 위한 고백도 이젠 시들해져 가고
어린 시절 꿈꿔왔던 사랑인가 싶고 그대 아닌 다른 사람도 떠오르고

이제는 그대가 떠나는 날 보며 요 며칠 참 많이 울었어
Hello 넌 괜찮은 거니? 나를 이해할 수 있니?
행복하게 해주겠다던 많은 다짐들 저버리고 여기까지 왔어

1년이 지나고 3년이 또 흘러가고 그댈 위한 약속도 이젠 희미해져 가고
오랜 시간 곁에 있어 익숙한가 싶고 익숙해진 그 모습에 상처를 받고

이제는 그대가 떠나지 말라고 요 며칠 참 많이 울었어
Hello 넌 괜찮은 거니? 나를 이해할 수 있니? 행복하게 해주겠다던 많은 다짐도 
바램도 약속도 시간 속에 흩어져
이제는 그대가 날 보내준다고 요 며칠 참 많이 울었어 
Hello 넌 괜찮을런지 날 이해할 수 있니? 행복하게 해주겠다던 많은 다짐들
저버리고 여기까지 왔어
이렇게 난 여기까지.."
753,소주 한 잔,임창정,"술이 한잔 생각나는밤 
같이 있는것 같아요 
그 좋았던 시절들
이젠 모두 한숨만 되네요
떠나는 그대 얼굴이 
혹시 울지나 않을까 
나 먼저 돌아섰죠 
그때부터 그리워요 
사랑이 변하는걸요 
다시 전보다 그댈 원해요 
이렇게 취할때면 꺼져버린 
전화를 붙잡고 

여보세요 
나야 거기 잘지내니 
여보세요 
왜 말 안하니 
울고 있니 내가 오랜만이라서 
사랑하는 사람이라서 
그대 소중한 마음 밀쳐낸 
이기적인 그때에 나에게 
그대를 다시 불러오라고 
미친듯이 외쳤어 

떠나는 그대 얼굴이 마치 
처음과 같아서 나 눈물이 났어요 
그때부터 그리워요 사랑이 
변하는걸요 다시 전보다 그댈원해요
이렇게 취할때면 바뀌어버린 
전화번호 누르고 

여보세요 
나야 거기 잘지내니 
오랜만이야 내 사랑아 
그대를 다시 불러오라고 
미친듯이 울었어 (후우우우우후후) 

여보세요 
나야 정말 미안해 
이기적인 그때에
나에게 그대를 다시 불러오라고 
미친듯이 외쳤어"
